neighbourhood,property_type,price,rooms,baths,area,age,garages,stratum,neighbourhood_fuzzy,property_type_Encoded,neighbourhood_Encoded
SURAMERICA,APARTAMENTO,330000000,3.0,2.0,76.0,1.0,1,4,SURAMERICA,1,501
LA SEBASTIANA,APARTAMENTO,780000000,3.0,4.0,120.0,1.0,1,5,LA SEBASTIANA,1,274
CALASANZ,APARTAMENTO,250000000,3.0,2.0,53.0,1.0,1,4,CALASANZ,1,72
EL PORTAL,APARTAMENTO,720000000,3.0,2.0,130.0,1.0,1,4,EL PORTAL,1,157
CRISTOBAL,CASA,420000000,3.0,2.0,112.0,3.0,0,4,SAN CRISTOBAL,2,451
EL CARMELO,APARTAMENTO,520000000,3.0,2.0,78.0,1.0,1,4,EL CARMELO,1,137
OBRERO,APARTAMENTO,630000000,3.0,3.0,135.0,1.0,1,3,OBRERO,1,381
PAN DE AZUCAR,APARTAMENTO,495000000,3.0,2.0,84.0,0.0,2,4,PAN DE AZUCAR,1,393
BOSTON,CASA,480000000,5.0,3.0,152.0,4.0,0,4,BOSTON,2,61
ARANJUEZ,CASA,700000000,4.0,1.0,267.0,3.0,0,3,ARANJUEZ,2,24
LAURELES,APARTAMENTO,550000000,3.0,2.0,105.0,0.0,1,5,LAURELES,1,303
EL POBLADO,APARTAMENTO,1280000000,3.0,3.0,214.0,0.0,2,5,ALTOS DEL POBLADO,1,17
LA MAGNOLIA,CASA,1200000000,8.0,3.0,350.0,2.0,0,3,LA MAGNOLIA,2,258
NAZARETH,APARTAMENTO,150000000,3.0,1.0,48.0,1.0,0,3,NAZARETH,1,373
EL RODEO,CASA,330000000,2.0,2.0,144.0,4.0,0,3,EL RODEO,2,160
LA CANDELARIA,APARTAMENTO,480000000,3.0,2.0,120.0,2.0,1,5,LA CANDELARIA,1,226
LA PILARICA,APARTAMENTO,325000000,3.0,2.0,79.0,1.0,1,4,LA PILARICA,1,268
PUEBLO VIEJO,CASA,443000000,3.0,3.0,82.0,2.0,2,3,PUEBLO VIEJO,2,425
LOS PARRA,APARTAMENTO,1617000000,3.0,4.0,179.0,0.0,2,6,LOMA DE LOS PARRA,1,313
BALCON DEL TRIANON,APARTAMENTO,340000000,3.0,2.0,63.0,2.0,1,3,EL TRIANON,1,167
LA PAZ,APARTAMENTO,340000000,2.0,2.0,88.0,2.0,1,4,ENVIGADO LA PAZ LV,1,175
CASTROPOL,APARTAMENTO,650000000,2.0,3.0,90.0,2.0,2,6,CASTROPOL,1,96
LOMA DE LOS GONZALEZ,APARTAMENTO,450000000,3.0,3.0,110.0,4.0,1,5,LOMA DE LOS GONZALEZ,1,312
EL CHINGUI,APARTAMENTO,475000000,3.0,2.0,77.0,2.0,2,4,EL CHINGUI,1,141
LOS COLORES,APARTAMENTO,315000000,2.0,2.0,54.0,1.0,1,4,LOS COLORES,1,336
FLORIDA NUEVA,APARTAMENTO,520000000,3.0,2.0,120.0,4.0,1,5,FLORIDA NUEVA,1,190
CEIBA BRUJA,APARTAMENTO,890000000,3.0,4.0,128.0,1.0,2,5,CEIBA BRUJA,1,100
ITAGUI,APARTAMENTO,400000000,3.0,2.0,72.0,1.0,1,5,ITAGUI,1,203
SAN RAFAEL,APARTAMENTO,350000000,2.0,2.0,60.0,0.0,0,2,SAN RAFAEL,1,469
SANTAMARIA,CASA,350000000,4.0,1.0,114.0,3.0,0,3,SANTAMARIA,2,487
SAN JOSE,APARTAMENTO,200000000,3.0,1.0,68.0,3.0,0,2,CONJUNTO RESIDENCIAL SAN JOSE,1,121
LAS LOMITAS,APARTAMENTO,315000000,2.0,2.0,60.0,1.0,1,4,LAS LOMITAS,1,296
PAN DE AZUCAR,CASA,620000000,4.0,3.0,225.0,0.0,0,3,PAN DE AZUCAR,2,393
CALASANZ,APARTAMENTO,780000000,4.0,4.0,220.0,0.0,1,5,CALASANZ,1,72
ROBLEDO,APARTAMENTO,128000000,2.0,1.0,40.0,0.0,0,3,ROBLEDO,1,437
CENTRO,APARTAMENTO,353000000,3.0,2.0,68.0,3.0,1,4,CENTRO,1,101
LAS PALMAS,CASA,4700000000,4.0,5.0,500.0,1.0,4,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
ARANJUEZ,CASA,570000000,5.0,3.0,192.0,0.0,1,3,ARANJUEZ,2,24
SAN JOSE,APARTAMENTO,600000000,3.0,3.0,96.0,0.0,1,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
POBLADO LOMA LOS BALSOS,APARTAMENTO,1600000000,4.0,5.0,263.0,3.0,3,6,LOS BALSOS,1,333
PAJARITO,APARTAMENTO,212000000,3.0,2.0,54.0,1.0,0,3,ROBLEDO PAJARITO,1,438
EL DANUBIO,APARTAMENTO,240000000,2.0,2.0,50.0,2.0,0,4,EL DANUBIO,1,145
MARIA AUXILIADORA,APARTAMENTO,169000000,3.0,2.0,52.0,1.0,1,3,MARIA AUXILIADORA,1,354
ASOMADERA NO.2,APARTAMENTO,265000000,2.0,1.0,42.0,0.0,0,4,ASOMADERA NO.2,1,29
CALASANZ,APARTAMENTO,300000000,2.0,2.0,55.0,0.0,1,4,CALASANZ,1,72
LOMA DE SAN JOSE,APARTAMENTO,370000000,3.0,2.0,69.0,2.0,1,4,LOMA DE SAN JOSE,1,314
LOMA DEL INDIO,APARTAMENTO,270000000,2.0,2.0,55.0,2.0,1,3,LOMA DEL INDIO,1,320
VIVIENDAS DEL SUR,APARTAMENTO,380000000,3.0,2.0,77.0,1.0,1,3,VIVIENDAS DEL SUR,1,582
LA ALDEA,APARTAMENTO,290000000,3.0,2.0,61.0,1.0,1,4,LA ALDEA,1,212
TRES ESQUINAS,APARTAMENTO,274000000,2.0,2.0,50.0,1.0,1,3,TRES ESQUINAS,1,521
EL ESCOBERO,APARTAMENTO,600000000,2.0,2.0,80.0,1.0,1,5,ESCOBERO,1,178
LOMA DE LOS BERNAL,APARTAMENTO,420000000,3.0,2.0,74.0,2.0,1,5,LOMA DE LOS BERNAL,1,311
LAURELES,APARTAMENTO,400000000,3.0,3.0,90.0,3.0,0,5,LAURELES,1,303
FLORIDA NUEVA,APARTAMENTO,480000000,3.0,2.0,106.0,0.0,0,4,FLORIDA NUEVA,1,190
DITAIRES,APARTAMENTO,350000000,3.0,2.0,67.0,3.0,1,3,DITAIRES,1,129
EL TESORO,CASA,1795000000,3.0,6.0,310.0,1.0,2,6,EL TESORO,2,165
LAS COMETAS,APARTAMENTO,283000000,3.0,2.0,60.0,0.0,1,3,LAS COMETAS,1,290
CASTROPOL,APARTAMENTO,1250000000,3.0,4.0,310.0,4.0,3,6,CASTROPOL,1,96
LOMA DE BENEDIGTINOS,CASA,2500000000,3.0,6.0,335.0,3.0,2,5,LOMA DE BENEDIGTINOS,2,307
FLORENCIA,APARTAMENTO,220000000,3.0,1.0,70.0,3.0,0,3,FLORENCIA,1,188
MESA,APARTAMENTO,700000000,3.0,3.0,97.0,1.0,2,5,MESA,1,357
LA DOCTORA,CASA,968000000,4.0,3.0,230.0,1.0,2,4,LA DOCTORA,2,236
CHINGUI,APARTAMENTO,410000000,3.0,2.0,74.0,1.0,1,4,EL CHINGUI,1,141
BELEN GRANADA,APARTAMENTO,450000000,3.0,2.0,100.0,1.0,1,3,BELEN,1,44
EL POBLADO,APARTAMENTO,650000000,3.0,4.0,127.0,0.0,1,6,ALTOS DEL POBLADO,1,17
VIVIENDAS DEL SUR,APARTAMENTO,360000000,3.0,2.0,64.0,1.0,0,4,VIVIENDAS DEL SUR,1,582
ALTOS DEL POBLADO,APARTAMENTO,2100000000,3.0,4.0,259.0,1.0,3,6,ALTOS DEL POBLADO,1,17
EL SALADO,APARTAMENTO,445000000,2.0,2.0,74.0,1.0,1,4,EL SALADO,1,162
URBANIZACION SORRENTO,APARTAMENTO,300000000,2.0,2.0,66.0,3.0,1,4,URBANIZACION SORRENTO,1,549
CUMBRES,APARTAMENTO,1200000000,3.0,5.0,161.0,0.0,1,5,CUMBRES,1,128
CALASANZ,APARTAMENTO,495000000,3.0,2.0,79.0,0.0,1,4,CALASANZ,1,72
BARRIO NUEVO,CASA,245000000,4.0,2.0,90.0,2.0,0,3,BARRIO NUEVO,2,39
CALASANZ,APARTAMENTO,645000000,3.0,2.0,84.0,1.0,1,4,CALASANZ,1,72
ANCON SUR,APARTAMENTO,340000000,3.0,2.0,71.0,0.0,1,3,ANCON SUR,1,21
HOLANDA,APARTAMENTO,430000000,3.0,2.0,64.0,1.0,1,4,HOLANDA,1,199
LOMA DE SAN JOSE,APARTAMENTO,420000000,3.0,2.0,75.0,1.0,2,4,LOMA DE SAN JOSE,1,314
PAN DE AZUCAR,APARTAMENTO,450000000,2.0,2.0,69.0,1.0,1,5,PAN DE AZUCAR,1,393
LAS CHIMENEAS,APARTAMENTO,383000000,3.0,2.0,77.0,1.0,1,3,LAS CHIMENEAS,1,289
LA MILAGROSA,CASA,340000000,3.0,2.0,110.0,1.0,0,3,LA MILAGROSA,2,261
LA TABLAZA,APARTAMENTO,257000000,3.0,2.0,56.0,1.0,1,4,LA TABLAZA,1,276
LOMA DE LAS BRUJAS,APARTAMENTO,710000000,3.0,3.0,132.0,0.0,0,5,LOMA DE LAS BRUJAS,1,309
LA CUENCA,APARTAMENTO,450000000,3.0,2.0,83.0,1.0,1,4,LA CUENCA,1,235
LAS VEGAS,CASA,1550000000,3.0,4.0,240.0,1.0,4,5,LAS VEGAS,2,302
PAJARITO,APARTAMENTO,212000000,3.0,2.0,54.0,1.0,0,3,ROBLEDO PAJARITO,1,438
EL CARMELO,APARTAMENTO,370000000,2.0,2.0,62.0,1.0,1,4,EL CARMELO,1,137
LAS LOMITAS,APARTAMENTO,435000000,3.0,3.0,90.0,3.0,1,4,LAS LOMITAS,1,296
LAS PALMAS,APARTAMENTO,2600000000,4.0,4.0,300.0,2.0,3,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
CRISTOBAL,CASA,830000000,4.0,3.0,210.0,4.0,1,4,SAN CRISTOBAL,2,451
LA FLORIDA,APARTAMENTO,1450000000,4.0,4.0,240.0,0.0,0,6,LA FLORIDA,1,245
ENVIGADO,APARTAMENTO,450000000,2.0,2.0,74.0,3.0,1,5,ENVIGADO,1,174
CALASANZ PARTE ALTA,APARTAMENTO,370000000,3.0,3.0,91.0,4.0,1,5,CALASANZ,1,72
ASOMADERA NO.2,APARTAMENTO,460000000,2.0,2.0,69.0,1.0,1,4,ASOMADERA NO.2,1,29
BELLO HORIZONTE,APARTAMENTO,320000000,1.0,1.0,58.0,0.0,1,4,BELLO HORIZONTE,1,51
ALTOS DEL POBLADO,APARTAMENTO,500000000,2.0,2.0,86.0,2.0,1,5,ALTOS DEL POBLADO,1,17
SANTA MARIA LA NUEVA,APARTAMENTO,237000000,3.0,2.0,55.0,3.0,1,3,SANTA MARIA LA NUEVA,1,482
MILLA DE ORO,APARTAMENTO,545000000,1.0,2.0,88.0,0.0,2,6,MILLA DE ORO,1,360
CALASANZ,APARTAMENTO,260000000,2.0,1.0,45.0,2.0,0,4,CALASANZ,1,72
CALASANZ,APARTAMENTO,300000000,3.0,2.0,56.0,0.0,1,4,CALASANZ,1,72
CALASANZ,APARTAMENTO,175000000,3.0,2.0,55.0,1.0,0,3,CALASANZ,1,72
EL CARMELO,APARTAMENTO,285000000,3.0,2.0,60.0,0.0,1,4,EL CARMELO,1,137
UB. ACUARELA DEL NORTE,APARTAMENTO,245000000,2.0,2.0,61.0,1.0,1,3,UB. ACUARELA DEL NORTE,1,526
SAN MIGUEL,APARTAMENTO,232500000,3.0,2.0,53.0,1.0,1,3,SAN MIGUEL,1,466
PAN DE AZUCAR,APARTAMENTO,310000000,2.0,2.0,60.0,2.0,1,4,PAN DE AZUCAR,1,393
CALASANZ,APARTAMENTO,515000000,3.0,3.0,127.0,4.0,1,4,CALASANZ,1,72
SANTA MARIA LA NUEVA,APARTAMENTO,298000000,2.0,2.0,63.0,3.0,1,3,SANTA MARIA LA NUEVA,1,482
PATIO BONITO,APARTAMENTO,610000000,3.0,2.0,138.0,0.0,0,5,PATIO BONITO,1,400
LA AMERICA,CASA,1400000000,7.0,6.0,328.0,3.0,1,4,LA AMERICA,2,215
SAN LUCAS,CASA,2900000000,3.0,4.0,447.0,1.0,2,6,SAN LUCAS,2,462
ESCOBERO,APARTAMENTO,860000000,3.0,2.0,103.0,1.0,1,5,ESCOBERO,1,178
EL PORVENIR,APARTAMENTO,215000000,3.0,2.0,56.0,2.0,1,4,PORVENIR,1,419
ENVIGADO,APARTAMENTO,620000000,2.0,2.0,114.0,1.0,2,5,ENVIGADO,1,174
DITAIRES,APARTAMENTO,352400000,3.0,2.0,72.0,1.0,1,4,DITAIRES,1,129
LA AMERICA,APARTAMENTO,220000000,2.0,2.0,60.0,3.0,0,4,LA AMERICA,1,215
CALASANZ,APARTAMENTO,300000000,2.0,2.0,54.0,1.0,1,4,CALASANZ,1,72
BELEN,APARTAMENTO,360000000,3.0,2.0,73.0,3.0,1,4,BELEN,1,44
BELEN,APARTAMENTO,480000000,4.0,3.0,125.0,0.0,1,5,BELEN,1,44
PAN DE AZUCAR,APARTAMENTO,300000000,3.0,2.0,64.0,2.0,1,3,PAN DE AZUCAR,1,393
AVES MARIA,APARTAMENTO,328000000,3.0,2.0,66.0,0.0,0,4,AVES MARIA,1,35
EL PORTAL,APARTAMENTO,480000000,3.0,2.0,100.0,0.0,1,5,EL PORTAL,1,157
RODEO ALTO,APARTAMENTO,275000000,3.0,2.0,65.0,3.0,1,4,RODEO ALTO,1,440
ROBLEDO,APARTAMENTO,210000000,3.0,2.0,53.0,1.0,1,3,ROBLEDO,1,437
SABANETA,APARTAMENTO,330000000,3.0,2.0,241.0,1.0,1,4,ZONA CENTRO SABANETA,1,587
LAS LOMITAS,APARTAMENTO,217000000,3.0,2.0,55.0,1.0,0,2,LAS LOMITAS,1,296
VIZCAYA,APARTAMENTO,950000000,4.0,6.0,264.0,4.0,2,6,VIZCAYA,1,583
CUMBRES,APARTAMENTO,630000000,3.0,3.0,104.0,1.0,1,5,CUMBRES,1,128
LAS PALMAS,APARTAMENTO,750000000,3.0,3.0,110.0,0.0,2,5,ABURRA SUR ALTO DE LAS PALMAS,1,2
CAMPO VALDEZ,APARTAMENTO,270000000,3.0,2.0,80.0,0.0,0,3,CAMPO VALDEZ,1,86
SAN MIGUEL,APARTAMENTO,254000000,3.0,2.0,64.4,1.0,1,3,SAN MIGUEL,1,466
LA ALMERIA,APARTAMENTO,390000000,3.0,2.0,93.0,0.0,1,5,LA ALMERIA,1,213
BELEN,CASA,900000000,4.0,2.0,170.0,2.0,1,5,BELEN,2,44
LAS LOMITAS,APARTAMENTO,680000000,3.0,3.0,119.0,2.0,1,5,LAS LOMITAS,1,296
LA MINA,APARTAMENTO,243000000,3.0,2.0,55.0,1.0,0,3,LA MINA,1,262
ENVIGADO,APARTAMENTO,500000000,2.0,2.0,98.0,2.0,1,5,ENVIGADO,1,174
EL POBLADO,APARTAMENTO,2600000000,4.0,6.0,324.0,3.0,5,6,ALTOS DEL POBLADO,1,17
LAURELES,APARTAMENTO,790000000,4.0,3.0,165.0,4.0,2,6,LAURELES,1,303
LA PILARICA,CASA,500000000,4.0,6.0,131.0,1.0,1,5,LA PILARICA,2,268
FLORESTA PRADERA,CASA,380000000,6.0,4.0,10240.0,0.0,0,1,FLORESTA,2,189
LOMA DE LOS BERNAL,APARTAMENTO,525000000,3.0,2.0,87.0,2.0,1,5,LOMA DE LOS BERNAL,1,311
EL POBLADO,APARTAMENTO,1500000000,4.0,3.0,210.0,0.0,1,6,ALTOS DEL POBLADO,1,17
ROBLEDO,CASA,495000000,2.0,2.0,32.0,0.0,2,3,ROBLEDO,2,437
SANTA FE,CASA,483000000,4.0,2.0,140.0,4.0,0,4,SANTA FE,2,475
CALASANZ,APARTAMENTO,290000000,2.0,1.0,59.0,0.0,1,3,CALASANZ,1,72
LAS LOMITAS,APARTAMENTO,650000000,3.0,2.0,107.0,1.0,2,4,LAS LOMITAS,1,296
ENTRECOLINAS,APARTAMENTO,210000000,2.0,1.0,58.0,4.0,0,3,ENTRECOLINAS,1,173
LA CANDELARIA,APARTAMENTO,486000000,2.0,2.0,88.0,3.0,1,6,LA CANDELARIA,1,226
LA AGUACATALA,APARTAMENTO,580000000,3.0,2.0,95.0,2.0,2,6,LA AGUACATALA,1,211
SAN RAFAEL,APARTAMENTO,350000000,2.0,2.0,63.0,0.0,1,2,SAN RAFAEL,1,469
LAS FLORES,APARTAMENTO,305000000,3.0,2.0,72.0,0.0,0,4,LAS FLORES,1,293
EL POBLADO,APARTAMENTO,730000000,2.0,2.0,87.0,2.0,1,6,ALTOS DEL POBLADO,1,17
CALLE NUEVA,APARTAMENTO,440000000,3.0,2.0,65.0,1.0,2,4,CALLE NUEVA,1,77
LOMA DEL INDIO,APARTAMENTO,310000000,2.0,1.0,50.0,0.0,0,4,LOMA DEL INDIO,1,320
CALASANZ,CASA,900000000,5.0,4.0,137.0,0.0,4,5,CALASANZ,2,72
VEGAS DE SAN JOSE,APARTAMENTO,780000000,2.0,2.0,90.0,3.0,1,4,SAN JOSE,1,460
LA CANDELARIA,APARTAMENTO,160000000,1.0,1.0,26.0,2.0,0,3,LA CANDELARIA,1,226
LOMA DE LAS BRUJAS,APARTAMENTO,600000000,3.0,2.0,92.0,2.0,2,5,LOMA DE LAS BRUJAS,1,309
LA CASTELLANA,APARTAMENTO,620000000,4.0,3.0,100.0,3.0,2,5,LA CASTELLANA,1,228
MIRADOR DE GUADALCANAL,APARTAMENTO,450000000,3.0,2.0,84.0,2.0,2,5,MIRADOR DE GUADALCANAL,1,361
LA ESTRELLA,CASA,2950000000,4.0,6.0,470.0,2.0,8,5,LA ESTRELLA,2,240
COLINA CAMPESTRE,APARTAMENTO,540000000,3.0,3.0,92.0,2.0,1,5,COLINA CAMPESTRE,1,115
LAS PALMAS,CASA,4500000000,4.0,6.0,520.0,0.0,0,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
SABANETA BARQUEREÑA,APARTAMENTO,252500000,2.0,2.0,61.0,0.0,0,3,SABANETA,1,441
LAURELES,APARTAMENTO,531000000,3.0,2.0,115.0,3.0,1,5,LAURELES,1,303
SAN JOSE,APARTAMENTO,295000000,3.0,2.0,78.0,2.0,1,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
CENTRO,APARTAMENTO,225000000,2.0,1.0,40.0,0.0,0,4,CENTRO,1,101
LA PRADERA,APARTAMENTO,412100000,3.0,2.0,100.0,2.0,1,3,LA PRADERA,1,271
LAURELES,APARTAMENTO,320000000,3.0,2.0,62.0,0.0,1,5,LAURELES,1,303
LAS FLORES,APARTAMENTO,220000000,3.0,1.0,57.0,0.0,0,2,LAS FLORES,1,293
LA ESTRELLA,APARTAMENTO,330000000,3.0,2.0,66.0,0.0,1,3,LA ESTRELLA,1,240
SANTA LUCIA,APARTAMENTO,160000000,3.0,1.0,43.0,1.0,0,2,SANTA LUCIA,1,478
SANTA MONICA,APARTAMENTO,225000000,3.0,2.0,55.0,0.0,1,3,SANTA MONICA,1,484
EL DORADO,APARTAMENTO,295000000,3.0,2.0,84.0,2.0,1,5,EL DORADO,1,147
ITAGUI,APARTAMENTO,210000000,3.0,2.0,57.0,2.0,0,3,ITAGUI,1,203
GUAYAQUIL,APARTAMENTO,290000000,3.0,1.0,66.0,3.0,1,3,GUAYAQUIL,1,198
CARLOS E RESTREPO,APARTAMENTO,580000000,3.0,2.0,115.0,2.0,1,4,CARLOS E RESTREPO,1,90
BOSTON,APARTAMENTO,260000000,3.0,2.0,60.0,0.0,0,4,BOSTON,1,61
SANTA MONICA,APARTAMENTO,345000000,4.0,2.0,65.0,0.0,0,4,SANTA MONICA,1,484
MIRANDA,APARTAMENTO,310000000,3.0,2.0,90.0,0.0,0,3,MIRANDA,1,363
LOMA DE SAN JOSE,APARTAMENTO,450000000,3.0,1.0,96.0,0.0,1,4,LOMA DE SAN JOSE,1,314
PRADOS DE SABANETA,APARTAMENTO,245000000,2.0,2.0,49.0,1.0,0,4,PRADOS DE SABANETA,1,422
BELLAVISTA,CASA,992000000,4.0,4.0,248.0,1.0,2,5,BELLAVISTA,2,50
LOMA EL ATRAVESADO,CASA,1400000000,4.0,5.0,257.0,2.0,4,5,LOMA EL ATRAVESADO,2,322
TORRE LOS ANGELES,APARTAMENTO,650000000,3.0,3.0,107.0,2.0,2,6,LOS ANGELES,1,331
OBRERO,APARTAMENTO,400000000,3.0,4.0,103.0,1.0,0,3,OBRERO,1,381
BARRIO OBRERO,CASA,410000000,3.0,2.0,92.0,2.0,0,3,OBRERO,2,381
BUENOS AIRES,APARTAMENTO,230000000,2.0,1.0,68.0,0.0,0,3,BUENOS AIRES,1,65
GUAYABAL,APARTAMENTO,460000000,2.0,2.0,65.0,0.0,1,4,GUAYABAL,1,197
TOLEDO,CASA,595000000,2.0,3.0,120.0,0.0,1,5,TOLEDO,2,511
EL POBLADO,APARTAMENTO,795000000,3.0,3.0,93.0,1.0,2,6,ALTOS DEL POBLADO,1,17
ASOMADERA NO.2,APARTAMENTO,1680000000,3.0,4.0,194.0,1.0,3,6,ASOMADERA NO.2,1,29
PRADO,APARTAMENTO,240000000,2.0,2.0,120.0,2.0,0,3,SAN ANTONIO DE PRADO,1,448
LA MAGNOLIA,APARTAMENTO,280000000,3.0,2.0,72.0,3.0,0,4,LA MAGNOLIA,1,258
MIRADOR DEL ESMERALDAL,APARTAMENTO,570000000,2.0,2.0,78.0,1.0,2,5,EL ESMERALDAL,1,149
CAMPO VALDEZ,APARTAMENTO,205000000,3.0,1.0,69.0,0.0,0,3,CAMPO VALDEZ,1,86
LOMA DEL INDIO,APARTAMENTO,180000000,2.0,1.0,37.0,1.0,0,3,LOMA DEL INDIO,1,320
LAS ANTILLAS,APARTAMENTO,345000000,2.0,2.0,61.0,1.0,1,4,LAS ANTILLAS,1,285
SAN ISIDRO,APARTAMENTO,165000000,4.0,1.0,65.0,0.0,0,2,ALQUERIA DE SAN ISIDRO,1,12
PRADO,APARTAMENTO,370000000,3.0,3.0,112.0,0.0,1,4,SAN ANTONIO DE PRADO,1,448
LAS LOMITAS,APARTAMENTO,910000000,3.0,3.0,160.0,1.0,2,4,LAS LOMITAS,1,296
LOMA DEL ESCOBERO PARTE BAJA,CASA,5700000000,4.0,7.0,466.0,3.0,8,5,ESCOBERO,2,178
LAURELES,APARTAMENTO,780000000,3.0,4.0,130.0,1.0,0,5,LAURELES,1,303
EL SALADO,APARTAMENTO,250000000,3.0,2.0,60.0,1.0,1,2,EL SALADO,1,162
FLORENCIA,APARTAMENTO,270000000,3.0,2.0,82.0,1.0,0,4,FLORENCIA,1,188
DITAIRES,APARTAMENTO,185000000,2.0,2.0,55.0,0.0,0,3,DITAIRES,1,129
ANTONIO NARIÑO,APARTAMENTO,195000000,3.0,2.0,95.0,0.0,0,3,ANTONIO NARIÑO,1,23
LAS VEGAS,APARTAMENTO,320000000,3.0,2.0,80.0,0.0,0,3,LAS VEGAS,1,302
GUAYAQUIL,APARTAMENTO,210000000,4.0,2.0,96.0,2.0,1,3,GUAYAQUIL,1,198
LAURELES,APARTAMENTO,650000000,3.0,3.0,140.0,3.0,2,5,LAURELES,1,303
BOMBONA NO.2,APARTAMENTO,250000000,3.0,2.0,59.0,2.0,0,4,BOMBONA NO.2,1,58
MONTEFRIO,CASA,550000000,5.0,3.0,300.0,0.0,2,4,MONTEFRIO,2,367
LOS COLORES,APARTAMENTO,340000000,2.0,2.0,56.0,2.0,1,4,LOS COLORES,1,336
CENTRO,APARTAESTUDIO,175000000,1.0,1.0,33.0,0.0,0,4,CENTRO,0,101
CALLE LARGA,APARTAMENTO,440000000,3.0,2.0,76.0,1.0,2,4,CALLE LARGA,1,76
CALASANZ,CASA,700000000,4.0,2.0,214.0,0.0,1,5,CALASANZ,2,72
EL CHOCHO,APARTAMENTO,995000000,3.0,3.0,138.0,1.0,2,5,LOMA DEL CHOCHO,1,319
CAMINOS DE LA ROMERIA,APARTAMENTO,450000000,3.0,2.0,91.0,1.0,1,4,CAMINOS DE LA ROMERIA,1,81
LA INDEPENDENCIA,APARTAMENTO,305000000,3.0,2.0,72.0,0.0,0,3,LA INDEPENDENCIA,1,251
SABANETA REAL,APARTAMENTO,375000000,3.0,2.0,82.0,0.0,2,4,SABANETA REAL,1,442
MESA,CASA,1400000000,4.0,5.0,311.0,3.0,5,5,MESA,2,357
BENEDICTINOS,CASA,2500000000,3.0,4.0,335.0,2.0,0,5,LOMA BENEDICTINOS,2,306
URBANIZACION NUEVA ANDALUCIA,APARTAMENTO,315000000,4.0,2.0,92.0,3.0,1,3,URBANIZACION NUEVA ANDALUCIA,1,544
LAS COMETAS,APARTAMENTO,320000000,3.0,2.0,60.0,0.0,1,3,LAS COMETAS,1,290
BELEN FATIMA,APARTAMENTO,420000000,3.0,3.0,96.0,2.0,1,4,FATIMA,1,185
VILLATINA,CASA,850000000,3.0,6.0,203.0,3.0,2,5,VILLATINA,2,580
SANTA FE,APARTAMENTO,499000000,2.0,2.0,65.0,1.0,1,5,SANTA FE,1,475
LOMA DEL INDIO,APARTAMENTO,600000000,3.0,2.0,88.0,0.0,2,5,LOMA DEL INDIO,1,320
PRADO,CASA,700000000,7.0,2.0,230.0,4.0,0,4,SAN ANTONIO DE PRADO,2,448
MONTESSORI,CASA,1248000000,3.0,5.0,179.0,0.0,2,5,MONTESSORI,2,368
MADEROS DEL CAMPO,APARTAMENTO,410000000,3.0,2.0,79.0,2.0,1,4,MADEROS DEL CAMPO,1,345
CALASANZ,APARTAMENTO,370000000,4.0,3.0,1210.0,4.0,1,5,CALASANZ,1,72
LOMA DEL CHOCHO,CASA,915000000,3.0,3.0,142.0,3.0,2,5,LOMA DEL CHOCHO,2,319
SURAMERICA,CASA,1150000000,5.0,5.0,224.0,0.0,4,5,SURAMERICA,2,501
SAN GABRIEL,CASA,580000000,3.0,2.0,187.0,0.0,0,2,SAN GABRIEL,2,455
LAS CASITAS,CASA,590000000,4.0,3.0,175.0,0.0,1,5,LAS CASITAS,2,288
ROBLEDO,APARTAMENTO,130000000,3.0,1.0,40.0,0.0,0,3,ROBLEDO,1,437
PATIO BONITO,APARTAMENTO,890000000,3.0,4.0,128.0,2.0,2,5,PATIO BONITO,1,400
LAS BRISAS,APARTAMENTO,260000000,3.0,2.0,62.0,2.0,1,3,LAS BRISAS,1,286
ENVIGADO,CASA,770000000,4.0,4.0,186.0,0.0,2,5,ENVIGADO,2,174
VILLA NIZA,APARTAMENTO,170000000,3.0,2.0,66.0,3.0,0,2,VILLA NIZA,1,570
SANTA MARIA,APARTAMENTO,300000000,3.0,2.0,90.0,2.0,0,4,SANTA MARIA DE LOS ANGELES,1,481
SANTA CATALINA,CASA,2600000000,3.0,3.0,267.0,1.0,5,6,SANTA CATALINA,2,472
CASCUÑA,CASA,1850000000,5.0,5.0,400.0,1.0,7,5,CASCUÑA,2,94
VEGAS DE SAN JOSE,CASA,2150000000,3.0,7.0,509.0,0.0,3,6,SAN JOSE,2,460
EL ESMERALDAL,APARTAMENTO,285000000,2.0,2.0,81.0,2.0,1,4,EL ESMERALDAL,1,149
CALASANZ,APARTAMENTO,350000000,3.0,2.0,77.0,0.0,0,4,CALASANZ,1,72
SABANETA,APARTAMENTO,280000000,2.0,2.0,54.0,2.0,1,3,ZONA CENTRO SABANETA,1,587
LA PILARICA,APARTAMENTO,260000000,3.0,2.0,58.0,2.0,0,3,LA PILARICA,1,268
CALASANZ,APARTAMENTO,395000000,3.0,2.0,68.0,0.0,1,4,CALASANZ,1,72
CASTROPOL,APARTAMENTO,880000000,3.0,3.0,114.0,1.0,2,6,CASTROPOL,1,96
LA ESTRELLA,APARTAMENTO,220000000,2.0,1.0,55.0,0.0,0,2,LA ESTRELLA,1,240
