show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
281,Mock the Week,https://static.tvmaze.com/uploads/images/medium_portrait/61/154228.jpg,Comedy,English,Panel Show,Ended,2005-06-05,30,7.6,BBC Two,21,198,"Hugh Dennis, Dara Ó Briain, Andy Parsons, Frankie Boyle, Chris Addison, Russell Howard, Rory Bremner","Comedy show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events."
282,Awkward.,https://static.tvmaze.com/uploads/images/medium_portrait/494/1235459.jpg,"Drama, Comedy, Romance",English,Scripted,Ended,2011-07-19,30,7.3,MTV,5,89,"Ashley Rickards, Beau Mirchoff, Jillian Rose Reed, Brett Davern, Molly Tarlov, Nikki DeLoach, Desi Lydic, Greer Grammer, Jessica Lu","This series takes an irreverent look at the conflict, chaos and humor that defines teenage life through the eyes of 15-year-old Jenna Hamilton, whose life begins to change when a simple accident becomes an epic misunderstanding and is blown way out of proportion.Narrated in the first-person voice of Jenna's blog posts, Awkward captures the humor within the struggles and experiences everyone can relate to from their formative years. The series picks up in the aftermath of the accident as she must deal with a new not-so-fun stigma, while at the same time managing the other daily drama that comes with being a teenager. From a secret relationship with a popular guy, to being undermined by a mean girl, and parents who just don't get it - Jenna's misfortune will eventually serve as the catalyst for amazing change, but it's not without some missteps and mishaps along the way."
283,Faking It,https://static.tvmaze.com/uploads/images/medium_portrait/1/4824.jpg,"Comedy, Romance",English,Scripted,Ended,2014-04-22,30,7.5,MTV,3,38,"Rita Volk, Katie Stevens, Gregg Sulkin, Bailey De Young, Michael J. Willett","Faking It is a romantic comedy about two best friends who love each other - in slightly different ways. After numerous failed attempts to become popular, the girls are mistakenly outed as lesbians, which launches them to instant celebrity status. Seduced by their newfound fame, Karma and Amy decide to keep up their romantic ruse."
284,Mr. Selfridge,https://static.tvmaze.com/uploads/images/medium_portrait/1/4876.jpg,Drama,English,Scripted,Ended,2013-01-06,60,7.6,ITV1,4,40,"Jeremy Piven, Tom Goodman-Hill, Trystan Gravelle, Ron Cook, Amanda Abbington, Aisling Loftus, Grégory Fitoussi, Samuel West, Katherine Kelly, Frances O'Connor, Amy Beth Hayes, Kika Markham, Calum Callaghan, Aidan McArdle, Amy Morgan, Cal MacAninch, Polly Walker, Zoe Tapper, Kara Tointon, Hannah Tointon, Leon Ockenden, Kelly Adams, Zoë Wanamaker, Zoë Wanamaker","Mr. Selfridge tells the story of 'Mile a Minute Harry', a man with a mission to make shopping as thrilling as sex."
285,"Signed, Sealed, Delivered",https://static.tvmaze.com/uploads/images/medium_portrait/179/448532.jpg,"Romance, Mystery",English,Scripted,To Be Determined,2013-10-12,95,7.8,Hallmark Mystery,8,24,"Eric Mabius, Kristin Booth, Yan-Kay Crystal Lowe, Geoff Gustafson","Signed, Sealed, Delivered is a wonderful combination of romance, comedy and drama that follows the lives of four postal detectives who transform themselves into a team of detectives to track down intended recipients of undeliverable mail. Their missions take them out of the office and into an unpredictable world where redirected letters and packages can save lives, solve crimes, reunite old loves and change futures by arriving late but somehow always on time.The team includes charming Oliver O'Toole, a genius postal detective and the group's leader; new team member Shane McInerney, a technophile who brings 21st century sensibility to the group; free-spirited, ""girl next door"" Rita Haywith who has a photographic memory; and lovable Norman Dorman, a master in conventional research methods."
286,Happy Valley,https://static.tvmaze.com/uploads/images/medium_portrait/1/4886.jpg,"Drama, Crime",English,Scripted,Ended,2014-04-29,61,8.0,BBC One,3,18,"James Norton, Sarah Lancashire, Siobhan Finneran, Steve Pemberton","When a kidnap spirals out of control, Yorkshire police sergeant Catherine Cawood comes face to face with the man who destroyed her family."
287,Kroll Show,https://static.tvmaze.com/uploads/images/medium_portrait/1/4895.jpg,Comedy,English,Variety,Ended,2013-01-16,30,7.502947368421053,Comedy Central,3,30,Nick Kroll,"With unforgettable recurring characters like Bobby Bottleservice, the PubLIZity Girls, Ref Jeff, C-Czar and more, Kroll Show skewers our television-obsessed culture and the rabid fan base it breeds. More than just a collection of sketches, it's Nick Kroll's one-of-a-kind take on pop culture and the meaning of celebrity."
288,American Idol,https://static.tvmaze.com/uploads/images/medium_portrait/607/1518246.jpg,Music,English,Reality,Running,2002-06-11,119,5.1,ABC,24,725,"Ryan Seacrest, Randy Jackson, Simon Cowell, Paula Abdul, Jennifer Lopez, Lionel Richie, Luke Bryan, Katy Perry, Keith Urban, Harry Connick, Jr., Kara DioGuardi, Steven Tyler, Ellen DeGeneres, Bobby Bones, Nicki Minaj, Mariah Carey, Carrie Underwood, Brian Dunkleman","American Idol is an American singing competition show, where contestants perform in front of a panel of star judges, representing the music industry. The winner is determined by viewers' vote."
289,America's Got Talent,https://static.tvmaze.com/uploads/images/medium_portrait/568/1420283.jpg,Music,English,Variety,Running,2006-06-21,110,5.8,NBC,20,478,"Howie Mandel, Heidi Klum, Nick Cannon, Simon Cowell, Mel B, Terry Crews, Sharon Osbourne, Piers Morgan, Sofía Vergara, Howard Stern, David Hasselhoff, Tyra Banks, Jerry Springer, Gabrielle Union, Julianne Hough, Brandy Norwood, Regis Philbin, Joe Cipriano","With the talent search open to acts of all ages, America's Got Talent has brought the variety format back to the forefront of American culture by showcasing performers from across the country. The series is a true celebration of the American spirit, featuring a colorful array of singers, dancers, comedians, contortionists, impressionists, jugglers, magicians, ventriloquists and hopeful stars, all vying for their chance to win America's hearts and the $1 million prize."
290,Adventure Time,https://static.tvmaze.com/uploads/images/medium_portrait/1/4898.jpg,"Comedy, Adventure, Fantasy",English,Animation,Ended,2008-12-07,15,7.8,Cartoon Network,10,278,"Jeremy Shada, John DiMaggio, Hynden Walch, Niki Hyun Yang, Tom Kenny, Olivia Olson, Pendleton Ward, Niki Hyun Yang",Adventure Time's unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo and encounter its colorful inhabitants.
291,Motive,https://static.tvmaze.com/uploads/images/medium_portrait/1/4903.jpg,"Drama, Crime, Mystery",English,Scripted,Ended,2013-02-03,60,7.8,CTV,4,52,"Kristin Lehman, Brendan Penny, Lauren Holly, Louis Ferreira, Warren Christie, Roger Cross","Motive is an unconventional way to watch a crime drama unfold. Each episode begins by revealing not only the victim, but the killer as well. It's not a ""whodunit"", it's a ""whydunit"", a question faced by spirited female Vancouver homicide detective Angie Flynn as she begins to piece together the clues from the crime. How are the victim and killer connected? What is the motive? As the mystery unfolds, the audience navigates a complicated maze of clues alongside the detective and her team."
292,The NEW Celebrity Apprentice,https://static.tvmaze.com/uploads/images/medium_portrait/64/161700.jpg,,English,Reality,Ended,2008-01-03,63,4.5,NBC,8,88,"Donald Trump, Ivanka Trump, Donald Trump Jr., Eric Trump, Arnold Schwarzenegger","Sixteen celebrities are set to compete for their favorite charities when The NEW Celebrity Apprentice shifts to Los Angeles for its eighth season, where twice-elected California governor and international movie superstar Arnold Schwarzenegger reigns over the Boardroom.Advising the new head of the Boardroom this season will be world-class business minds, including investment guru Warren Buffett, one of the most successful businessmen in the world; former Microsoft CEO and Los Angeles Clippers owner Steve Ballmer; Tyra Banks, a supermodel, actress, TV host, producer, accomplished businesswoman and CEO of the Tyra Banks Company and cosmetics brand, TYRA Beauty; actress, author and entrepreneur Jessica Alba, the founder and chief creative officer of The Honest Company and Honest Beauty; and Schwarzenegger's trusted confidante and nephew, prominent entertainment attorney Patrick Knapp Schwarzenegger."
293,Newswipe,https://static.tvmaze.com/uploads/images/medium_portrait/1/4911.jpg,Comedy,English,Variety,Ended,2009-03-25,30,7.502947368421053,BBC Four,2,12,Charlie Brooker,Charlie Brooker sets his sights firmly on news and current affairs.
294,The Night Shift,https://static.tvmaze.com/uploads/images/medium_portrait/126/315025.jpg,"Drama, Action, Medical",English,Scripted,Ended,2014-05-27,60,8.0,NBC,4,45,"Brendan Fehr, Eoin Macken, J.R. Lemon, Jill Flint, Robert Bailey Jr., Ken Leung, Scott Wolf, Tanaya Beatty, Freddy Rodriguez, Jeananne Goossen, Daniella Alonso","Welcome to The Night Shift, where the toughest and craziest cases always seem to come through the door. Every shift is a fight between the heroic efforts of saving lives and the hard truths of running an underfunded hospital.At San Antonio Memorial, the men and women who work the night shift are an irreverent and special breed, particularly adrenaline junkie TC Callahan. After three grueling tours of duty in Afghanistan, TC is about to learn that his toughest battles will be fought right here at home."
295,Top Chef,https://static.tvmaze.com/uploads/images/medium_portrait/616/1540600.jpg,Food,English,Reality,Running,2006-03-08,62,7.4,Bravo,23,328,"Tom Colicchio, Gail Simmons, Padma Lakshmi, Hugh Acheson, Emeril Lagasse, Ted Allen, Toby Young, Richard Blais, Kristen Kish, Anthony Bourdain, Wolfgang Puck, Éric Ripert, Graham Elliot, Katie Lee, Carla Hall","Top Chef is a competition show in which chefs competing against each other in various culinary challenges, judged by the team of professional chefs and notable people from food industry."
296,Top Gear,https://static.tvmaze.com/uploads/images/medium_portrait/1/4922.jpg,,English,Reality,Ended,2010-11-21,60,5.3,History,8,72,"Tanner Foust, Adam Ferrara, Rutledge Wood","Hosts Tanner Foust, Adam Ferrara and Rutledge Wood embark on a new set of adventures as they test cars in extreme stunts, intense challenges and first-person reviews using their unique perspectives."
297,Undateable,https://static.tvmaze.com/uploads/images/medium_portrait/44/111506.jpg,"Comedy, Romance",English,Scripted,Ended,2014-05-29,31,7.8,NBC,3,35,"Bianca Kajlich, Brent Morin, Rick Glassman, Ron Funches, Chris D'Elia, David Fynn, Bridgit Mendler","Undateable is a comedy series about a group of friends who are this close to finding a relationship - they just need a little help.Whether it's due to a lack of style, the wrong job or even just a bad haircut, everyone goes through a time in their lives when they're undateable. Most of us eventually grow out of it, but some people need a little more help than others. Enter Danny Burton Confident, attractive and impervious to outside opinions, 29-year-old Danny - who may be in a state of arrested development himself - decides to help out his new roommate, Justin Kearney the owner of an unsuccessful bar and a chronic overthinker, and Justin's group of oddball friends - Shelly, Burski and Brett Danny introduces the gang to his recently divorced older sister, Leslie who immediately bonds with this group of guys, as she feels a little stuck in her own life as well. The gang spends most of their time at Justin's bar, helping solve each other's respective problems over beers, and while they love to give each other a hard time, they always have each other's back."
298,Chasing Life,https://static.tvmaze.com/uploads/images/medium_portrait/1/4924.jpg,"Drama, Romance, Medical",English,Scripted,Ended,2014-06-10,60,7.8,Freeform,2,34,"Haley Ramm, Italia Ricci, Mary Page Keller, Aisha Dee, Richard Brancatisano, Abhi Sinha, Vondie Curtis-Hall, Scott Michael Foster","April is a smart, charismatic and quick witted twenty-something aspiring journalist. When not pursuing the latest scoop, April tries to balance her ambitious career with her family, which includes her widowed mom Sara rebellious little sister Brenna and her grandmother We meet April at a pivotal moment in her life: she's landed a fantastic opportunity to impress her hard-nosed Boston newspaper editor and an office romance with her super-sexy co-worker Dominic is just beginning to blossom. In an unexpected twist of fate, April lands in the hospital where her estranged uncle, George works as an oncologist, and she learns the devastating news that she has cancer. The series follows April through her journey in the face of this daunting revelation, during a time in her life when the challenges of finding love and success would be enough to keep any girl occupied. But April is determined to fight and refuses to give up her dreams and goals. Along the way, she'll find new reserves of strength and passion within and discover that facing death may really be the only way to truly live."
